cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,Marketability,External,Potential,gender_Female,gender_Male,branch_CE,branch_CSE,branch_ECE,branch_IT,branch_ME,part_time_job,internet_access,family_income_level,extracurricular_involvement,city_tier,placement_status
8.72,75.5,70.5,0.0,4.7,79.6,7.0,4.0,5.0,3.0,5.0,5.0,5.0,8.1,3.0,8.088000000000001,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
7.95,71.7,76.3,1.0,7.3,72.3,6.0,2.0,5.0,4.0,3.0,5.0,3.0,7.2,9.0,6.9799999999999995,4.6,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
8.8,85.4,80.7,0.0,5.9,81.8,4.0,3.0,3.0,3.0,5.0,4.0,0.0,6.2,7.0,6.420000000000001,3.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1
7.14,72.2,60.0,1.0,3.8,68.2,4.0,0.0,2.0,2.0,3.0,2.0,1.0,5.4,6.0,4.4559999999999995,1.8,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
7.46,70.1,71.5,0.0,5.2,77.4,4.0,0.0,2.0,2.0,3.0,3.0,1.0,8.3,4.0,4.584,2.6000000000000005,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8.86,87.5,73.3,0.0,5.5,83.6,7.0,2.0,4.0,3.0,4.0,4.0,3.0,4.6,7.0,7.144,3.8000000000000003,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
7.46,64.6,68.3,0.0,4.6,70.9,8.0,1.0,4.0,1.0,3.0,5.0,2.0,8.2,2.0,6.484,4.4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1
8.81,73.7,74.6,0.0,4.2,75.9,7.0,3.0,5.0,5.0,4.0,2.0,5.0,6.7,10.0,7.824000000000002,2.6,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.32,92.0,84.4,1.0,3.2,70.0,8.0,3.0,5.0,4.0,5.0,5.0,1.0,6.7,1.0,8.228,4.2,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
9.57,89.7,81.6,0.0,5.0,63.3,6.0,4.0,4.0,2.0,4.0,5.0,1.0,6.5,2.0,7.828000000000001,4.2,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
8.04,76.2,72.2,0.0,2.9,68.1,4.0,4.0,3.0,3.0,4.0,4.0,1.0,7.6,9.0,6.416,3.4000000000000004,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
7.76,63.7,68.1,0.0,0.0,63.9,2.0,1.0,2.0,1.0,4.0,3.0,2.0,6.7,5.0,4.604,2.8000000000000003,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1
9.91,90.8,95.1,0.0,4.5,72.7,5.0,4.0,4.0,1.0,5.0,4.0,4.0,8.2,4.0,7.764,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
8.24,77.6,76.3,2.0,4.3,69.0,3.0,0.0,3.0,4.0,4.0,2.0,3.0,5.6,10.0,5.096,2.2,1.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
9.99,91.6,90.9,0.0,7.9,77.3,4.0,2.0,3.0,4.0,5.0,3.0,5.0,6.1,8.0,6.596,3.4000000000000004,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1
7.69,80.4,62.9,0.0,2.6,69.9,6.0,2.0,5.0,1.0,4.0,5.0,1.0,7.1,1.0,6.876,4.2,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
8.62,79.8,72.6,1.0,3.5,70.8,4.0,2.0,3.0,3.0,5.0,3.0,1.0,6.5,1.0,6.047999999999999,2.6000000000000005,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.54,67.2,63.0,0.0,0.3,63.7,3.0,3.0,2.0,3.0,4.0,1.0,0.0,7.0,1.0,5.315999999999999,0.8,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1
8.87,85.8,78.3,0.0,3.9,67.6,8.0,2.0,5.0,1.0,4.0,5.0,3.0,6.9,3.0,7.747999999999999,4.6,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
6.72,65.0,62.2,0.0,2.2,70.1,3.0,2.0,2.0,5.0,4.0,1.0,1.0,7.6,2.0,4.688000000000001,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1
8.55,74.1,73.4,0.0,4.1,73.2,6.0,4.0,5.0,1.0,4.0,5.0,5.0,8.7,5.0,7.82,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1
8.2,79.0,76.0,0.0,5.2,71.5,3.0,2.0,2.0,1.0,4.0,2.0,8.0,5.9,5.0,5.279999999999999,3.2,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
7.26,68.2,72.1,0.0,5.5,81.6,1.0,0.0,1.0,1.0,5.0,1.0,0.0,7.1,8.0,3.504,0.8,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1
10.0,89.1,85.6,0.0,5.9,84.1,3.0,3.0,2.0,4.0,5.0,2.0,2.0,7.3,5.0,6.299999999999999,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1
6.18,57.2,59.8,0.0,2.3,66.2,4.0,1.0,3.0,4.0,3.0,3.0,0.0,6.2,3.0,4.772,2.4000000000000004,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
8.38,68.7,67.1,0.0,4.2,69.6,8.0,2.0,5.0,5.0,4.0,5.0,8.0,7.0,9.0,7.552,5.6,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
7.98,81.3,67.2,0.0,0.7,67.5,3.0,1.0,1.0,5.0,4.0,0.0,1.0,5.9,8.0,4.492,0.2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1
8.45,77.6,73.7,0.0,2.3,62.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,6.8,4.0,5.68,2.4000000000000004,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
8.78,78.6,71.3,0.0,5.6,67.6,8.0,4.0,5.0,1.0,5.0,4.0,7.0,8.2,1.0,8.312000000000001,4.6000000000000005,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1
9.05,91.1,81.2,0.0,5.1,76.8,7.0,3.0,5.0,2.0,5.0,4.0,5.0,7.2,3.0,7.920000000000002,4.2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1
7.77,68.6,70.1,1.0,2.4,68.9,7.0,3.0,4.0,2.0,4.0,4.0,4.0,7.8,6.0,7.008000000000001,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
9.75,78.4,92.7,1.0,5.6,82.7,5.0,3.0,4.0,2.0,4.0,5.0,4.0,9.0,3.0,7.4,4.8,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
8.03,68.8,77.3,1.0,4.8,69.9,8.0,2.0,4.0,3.0,5.0,3.0,1.0,5.2,8.0,7.011999999999999,2.6000000000000005,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
6.93,58.2,67.5,0.0,3.2,66.5,6.0,1.0,4.0,2.0,4.0,2.0,3.0,4.5,6.0,5.872,2.2,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
7.23,61.9,62.0,0.0,4.3,72.2,6.0,0.0,4.0,5.0,4.0,5.0,4.0,6.2,9.0,5.692000000000001,4.8,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.9,90.9,72.3,0.0,0.7,62.2,5.0,2.0,3.0,1.0,5.0,3.0,6.0,8.2,1.0,6.36,3.6000000000000005,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
9.52,83.3,80.5,0.0,7.5,75.2,3.0,2.0,2.0,4.0,5.0,3.0,1.0,8.2,5.0,5.808,2.6000000000000005,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1
7.03,53.9,59.7,0.0,1.7,66.0,3.0,0.0,2.0,5.0,3.0,2.0,0.0,8.1,5.0,4.212,1.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
9.01,79.5,86.7,0.0,5.7,90.5,6.0,2.0,4.0,1.0,5.0,4.0,1.0,7.9,7.0,7.0040000000000004,3.4000000000000004,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
7.21,70.7,61.0,0.0,2.2,68.2,7.0,1.0,5.0,4.0,4.0,6.0,1.0,5.7,6.0,6.5840000000000005,5.000000000000001,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1
8.91,73.5,83.1,1.0,2.1,65.2,8.0,1.0,5.0,1.0,4.0,4.0,4.0,7.0,6.0,7.464,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1
9.23,81.9,83.5,0.0,4.2,75.4,3.0,3.0,2.0,1.0,4.0,3.0,2.0,8.1,4.0,5.991999999999999,2.8000000000000003,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1
7.93,68.7,63.6,1.0,2.9,63.5,4.0,1.0,3.0,2.0,4.0,4.0,2.0,8.0,10.0,5.4719999999999995,3.6,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
7.11,55.7,53.1,0.0,5.1,82.2,3.0,2.0,2.0,4.0,3.0,2.0,3.0,7.7,4.0,4.843999999999999,2.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
9.87,95.4,84.9,0.0,7.1,81.1,8.0,4.0,5.0,1.0,5.0,5.0,4.0,7.9,7.0,8.748000000000001,4.8,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1
7.74,69.0,67.1,0.0,6.7,76.4,8.0,2.0,5.0,5.0,4.0,3.0,4.0,8.1,5.0,7.295999999999999,3.2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
8.42,79.0,83.5,0.0,4.6,73.8,5.0,2.0,3.0,2.0,4.0,3.0,4.0,6.5,10.0,6.168,3.2,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1
8.38,81.0,79.7,0.0,5.7,86.6,6.0,1.0,4.0,2.0,4.0,3.0,2.0,6.1,7.0,6.452,2.8000000000000003,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1
7.97,69.8,72.5,0.0,2.7,63.9,6.0,3.0,4.0,3.0,4.0,3.0,3.0,5.5,8.0,6.888000000000001,3.0000000000000004,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1
8.62,79.6,81.8,0.0,3.3,74.3,8.0,2.0,5.0,4.0,4.0,5.0,4.0,6.8,4.0,7.648,4.8,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.79,66.9,72.0,1.0,5.4,72.4,4.0,1.0,2.0,2.0,4.0,4.0,2.0,7.4,5.0,5.016,3.6,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0
8.35,71.6,77.3,0.0,2.1,69.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,7.9,3.0,5.9399999999999995,2.4000000000000004,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1
8.33,71.1,79.2,0.0,4.4,77.3,0.0,4.0,1.0,3.0,4.0,0.0,2.0,6.2,3.0,4.932,0.4,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8.91,80.6,75.7,0.0,5.9,84.3,4.0,1.0,3.0,2.0,4.0,3.0,3.0,4.2,7.0,5.864,3.0000000000000004,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
9.15,77.3,73.9,0.0,3.2,64.5,6.0,3.0,5.0,4.0,4.0,5.0,8.0,8.9,8.0,7.760000000000001,5.6,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1
9.25,78.8,86.5,0.0,1.8,59.7,8.0,4.0,5.0,4.0,4.0,6.0,5.0,6.7,7.0,8.5,5.800000000000001,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
6.6,57.0,59.4,0.0,3.2,75.4,5.0,0.0,4.0,2.0,4.0,4.0,3.0,5.9,10.0,5.24,3.8000000000000003,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1
8.99,81.6,84.1,0.0,4.7,74.1,6.0,2.0,4.0,3.0,5.0,3.0,3.0,6.7,5.0,6.9959999999999996,3.0000000000000004,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.78,80.0,83.8,0.0,3.1,67.4,7.0,2.0,5.0,2.0,4.0,5.0,5.0,6.1,3.0,7.5120000000000005,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1
8.29,64.6,75.4,0.0,7.3,91.4,8.0,1.0,5.0,3.0,4.0,4.0,4.0,7.1,7.0,7.215999999999999,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1
6.71,57.3,60.6,1.0,7.9,87.9,7.0,1.0,5.0,3.0,3.0,4.0,1.0,8.0,9.0,6.384,3.4000000000000004,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
8.83,74.5,73.4,0.0,3.5,66.4,7.0,2.0,4.0,5.0,5.0,5.0,1.0,8.1,9.0,7.132,4.2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1
6.96,62.0,61.5,3.0,1.7,58.2,6.0,0.0,4.0,1.0,3.0,4.0,4.0,8.0,3.0,5.5840000000000005,4.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
8.71,83.4,74.2,1.0,6.5,84.4,1.0,2.0,2.0,4.0,4.0,1.0,3.0,6.0,7.0,5.0840000000000005,1.4000000000000001,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1
7.4,63.0,76.2,0.0,1.9,69.9,8.0,2.0,5.0,5.0,4.0,4.0,0.0,4.9,8.0,7.16,3.2,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.82,68.0,65.6,0.0,4.9,76.8,3.0,2.0,2.0,1.0,3.0,1.0,1.0,8.4,10.0,4.728,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0
9.73,90.6,90.9,0.0,3.3,64.2,6.0,2.0,4.0,1.0,5.0,5.0,4.0,5.4,9.0,7.292000000000001,4.8,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
7.5,68.8,67.2,2.0,2.9,62.8,4.0,1.0,2.0,1.0,4.0,2.0,3.0,7.7,10.0,4.8999999999999995,2.2,1.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
8.68,74.4,76.1,1.0,6.3,77.0,8.0,2.0,5.0,3.0,4.0,6.0,2.0,7.0,6.0,7.671999999999999,5.200000000000001,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1
7.44,64.3,64.0,0.0,2.1,71.7,0.0,1.0,1.0,1.0,4.0,3.0,4.0,7.6,6.0,3.676,3.2,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
9.09,90.3,79.0,0.0,3.1,72.4,6.0,1.0,3.0,5.0,5.0,4.0,2.0,5.5,7.0,6.336,3.6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
8.61,71.1,75.1,1.0,3.3,79.3,8.0,1.0,5.0,3.0,5.0,4.0,4.0,4.9,4.0,7.343999999999999,4.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1
8.18,76.2,70.0,0.0,5.2,82.7,5.0,1.0,3.0,5.0,3.0,2.0,5.0,7.0,9.0,5.772,2.6,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.31,81.9,78.8,0.0,6.0,75.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,6.2,6.0,6.224000000000001,2.6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
9.27,81.9,92.9,0.0,2.9,70.2,4.0,3.0,3.0,5.0,5.0,4.0,1.0,9.0,6.0,6.608,3.4000000000000004,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1
10.0,93.6,86.9,0.0,7.7,78.7,8.0,4.0,5.0,5.0,4.0,5.0,3.0,6.8,7.0,8.8,4.6,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
7.79,76.7,67.7,0.0,3.4,74.1,8.0,0.0,5.0,2.0,4.0,5.0,2.0,6.7,10.0,6.715999999999999,4.4,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
9.21,83.3,84.2,0.0,6.1,76.3,2.0,2.0,2.0,3.0,5.0,1.0,0.0,9.0,1.0,5.484000000000001,0.8,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0
9.53,82.8,84.5,0.0,0.6,66.5,6.0,4.0,4.0,1.0,5.0,6.0,2.0,6.3,7.0,7.812,5.200000000000001,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
8.06,79.0,70.0,2.0,3.6,67.6,3.0,3.0,2.0,1.0,4.0,2.0,2.0,8.3,3.0,5.523999999999999,2.0,1.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
7.93,68.3,63.4,1.0,2.6,70.7,8.0,0.0,4.0,3.0,3.0,5.0,4.0,6.5,3.0,6.372,4.8,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1
8.48,67.6,80.2,0.0,5.4,85.3,2.0,3.0,2.0,2.0,4.0,1.0,0.0,6.0,2.0,5.492000000000001,0.8,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
8.56,83.9,79.9,1.0,6.9,78.7,7.0,4.0,5.0,4.0,5.0,4.0,1.0,8.6,1.0,8.024000000000001,3.4000000000000004,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
10.0,94.0,83.4,0.0,5.8,74.1,4.0,3.0,3.0,2.0,4.0,5.0,2.0,8.2,1.0,6.8999999999999995,4.4,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
9.9,86.4,92.7,0.0,6.6,83.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,8.2,1.0,7.5600000000000005,3.2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
8.41,75.2,76.8,0.0,3.2,71.1,8.0,1.0,5.0,5.0,3.0,5.0,2.0,7.1,1.0,7.264000000000001,4.4,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
9.6,87.6,84.6,0.0,3.7,76.9,7.0,1.0,5.0,1.0,5.0,6.0,3.0,6.5,10.0,7.54,5.4,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1
6.79,66.7,63.4,1.0,6.1,82.6,6.0,1.0,3.0,2.0,4.0,3.0,2.0,8.4,4.0,5.416,2.8000000000000003,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1
8.07,66.1,70.3,1.0,3.9,76.9,7.0,2.0,4.0,4.0,5.0,5.0,6.0,4.9,4.0,6.828,5.2,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
8.47,74.6,73.8,1.0,5.3,73.7,2.0,3.0,2.0,5.0,5.0,1.0,3.0,8.2,10.0,5.488000000000001,1.4000000000000001,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
8.92,82.3,74.3,0.0,0.1,63.7,7.0,1.0,5.0,3.0,4.0,6.0,3.0,8.5,3.0,7.268,5.4,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
8.36,78.7,69.6,0.0,3.1,74.8,6.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,10.0,7.344,2.8000000000000003,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1
8.17,79.3,72.9,0.0,0.0,62.0,2.0,1.0,2.0,4.0,4.0,4.0,0.0,8.1,10.0,4.768000000000001,3.2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0
8.76,85.3,79.6,0.0,6.9,75.5,8.0,2.0,5.0,3.0,4.0,6.0,3.0,7.1,3.0,7.703999999999999,5.4,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1
6.87,65.2,66.6,1.0,3.2,71.2,5.0,0.0,4.0,4.0,4.0,4.0,5.0,7.5,3.0,5.348000000000001,4.2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1
7.55,66.2,73.2,0.0,5.1,76.3,1.0,1.0,1.0,5.0,4.0,0.0,1.0,5.6,10.0,3.92,0.2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1
9.28,91.3,79.9,0.0,6.1,78.4,5.0,2.0,3.0,5.0,5.0,4.0,2.0,6.7,8.0,6.512,3.6,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
7.29,67.8,63.7,0.0,0.3,66.3,1.0,0.0,1.0,1.0,3.0,1.0,1.0,7.9,8.0,3.5160000000000005,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
8.77,76.9,82.5,1.0,5.5,82.9,5.0,2.0,4.0,1.0,5.0,6.0,2.0,6.0,5.0,6.708,5.200000000000001,2.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
8.65,74.2,82.5,0.0,3.2,73.1,5.0,3.0,4.0,1.0,3.0,5.0,1.0,5.9,5.0,6.960000000000001,4.2,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1
6.86,58.7,62.8,2.0,6.6,73.3,4.0,1.0,3.0,1.0,3.0,3.0,1.0,6.6,8.0,5.0440000000000005,2.6000000000000005,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0
9.39,87.5,91.3,0.0,4.0,69.6,5.0,3.0,3.0,2.0,5.0,3.0,2.0,6.6,10.0,6.856,2.8000000000000003,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1
6.82,57.0,60.6,0.0,3.4,57.0,6.0,3.0,4.0,5.0,3.0,4.0,4.0,4.7,10.0,6.428,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1
7.62,74.6,66.2,1.0,2.3,65.1,3.0,2.0,2.0,1.0,4.0,2.0,3.0,6.6,8.0,5.048,2.2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1
7.29,62.8,72.2,0.0,5.5,64.2,6.0,1.0,4.0,5.0,4.0,4.0,2.0,6.2,5.0,6.016,3.6,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
7.67,73.6,61.6,0.0,5.6,79.4,6.0,0.0,4.0,4.0,4.0,5.0,4.0,6.1,7.0,5.868,4.8,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1
8.02,72.1,76.6,0.0,2.4,58.9,6.0,2.0,4.0,2.0,4.0,6.0,3.0,4.3,10.0,6.608,5.4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
7.69,69.5,66.0,1.0,3.3,73.7,6.0,0.0,3.0,5.0,4.0,5.0,3.0,6.8,5.0,5.476000000000001,4.6,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
8.64,82.0,75.5,0.0,4.9,72.5,8.0,1.0,5.0,4.0,4.0,5.0,1.0,8.0,2.0,7.356,4.2,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
